resource_id,usage_date,utilization_pct,status
i-1001-ec2-team-a,2026-08-17,59.2,running
i-1001-ec2-team-a,2026-08-18,71.1,running
i-1001-ec2-team-a,2026-08-19,77.0,running
i-1001-ec2-team-a,2026-08-20,35.4,running
i-1001-ec2-team-a,2026-08-21,41.7,running
i-1001-ec2-team-a,2026-08-22,31.3,running
i-1001-ec2-team-a,2026-08-23,74.2,running
i-1001-ec2-team-a,2026-08-24,58.1,running
i-1001-ec2-team-a,2026-08-25,75.8,running
i-1001-ec2-team-a,2026-08-26,41.1,running
i-1001-ec2-team-a,2026-08-27,33.2,running
i-1001-ec2-team-a,2026-08-28,71.2,running
i-1001-ec2-team-a,2026-08-29,75.5,running
i-1001-ec2-team-a,2026-08-30,45.1,running
i-1001-ec2-team-a,2026-08-31,50.4,running
i-1001-ec2-team-a,2026-09-01,37.0,running
i-1001-ec2-team-a,2026-09-02,77.3,running
i-1001-ec2-team-a,2026-09-03,45.2,running
i-1001-ec2-team-a,2026-09-04,54.6,running
i-1001-ec2-team-a,2026-09-05,34.9,running
i-1001-ec2-team-a,2026-09-06,74.4,running
i-1001-ec2-team-a,2026-09-07,36.8,running
i-1001-ec2-team-a,2026-09-08,52.7,running
i-1001-ec2-team-a,2026-09-09,63.5,running
i-1001-ec2-team-a,2026-09-10,67.2,running
i-1001-ec2-team-a,2026-09-11,77.3,running
i-1001-ec2-team-a,2026-09-12,51.0,running
i-1001-ec2-team-a,2026-09-13,67.1,running
i-1001-ec2-team-a,2026-09-14,37.7,running
i-1002-ec2-team-b,2026-06-17,50.7,running
i-1002-ec2-team-b,2026-06-18,35.0,running
i-1002-ec2-team-b,2026-06-19,54.5,running
i-1002-ec2-team-b,2026-06-20,50.4,running
i-1002-ec2-team-b,2026-06-21,77.6,running
i-1002-ec2-team-b,2026-06-22,31.6,running
i-1002-ec2-team-b,2026-06-23,48.5,running
i-1002-ec2-team-b,2026-06-24,52.2,running
i-1002-ec2-team-b,2026-06-25,77.5,running
i-1002-ec2-team-b,2026-06-26,72.8,running
i-1002-ec2-team-b,2026-06-27,35.0,running
i-1002-ec2-team-b,2026-06-28,64.3,running
i-1002-ec2-team-b,2026-06-29,57.2,running
i-1002-ec2-team-b,2026-06-30,78.9,running
i-1002-ec2-team-b,2026-07-01,47.9,running
i-1002-ec2-team-b,2026-07-02,49.9,running
i-1002-ec2-team-b,2026-07-03,39.5,running
i-1002-ec2-team-b,2026-07-04,36.1,running
i-1002-ec2-team-b,2026-07-05,72.4,running
i-1002-ec2-team-b,2026-07-06,52.7,running
i-1002-ec2-team-b,2026-07-07,63.1,running
i-1002-ec2-team-b,2026-07-08,62.1,running
i-1002-ec2-team-b,2026-07-09,59.9,running
i-1002-ec2-team-b,2026-07-10,31.1,running
i-1002-ec2-team-b,2026-07-11,69.3,running
i-1002-ec2-team-b,2026-07-12,42.2,running
i-1002-ec2-team-b,2026-07-13,36.3,running
i-1002-ec2-team-b,2026-07-14,58.2,running
i-1002-ec2-team-b,2026-07-15,33.4,running
i-1002-ec2-team-b,2026-07-16,68.3,running
i-1002-ec2-team-b,2026-07-17,40.4,running
i-1002-ec2-team-b,2026-07-18,40.8,running
i-1002-ec2-team-b,2026-07-19,73.5,running
i-1002-ec2-team-b,2026-07-20,46.4,running
i-1002-ec2-team-b,2026-07-21,37.4,running
i-1002-ec2-team-b,2026-07-22,75.0,running
i-1002-ec2-team-b,2026-07-23,30.1,running
i-1002-ec2-team-b,2026-07-24,72.9,running
i-1002-ec2-team-b,2026-07-25,37.2,running
i-1002-ec2-team-b,2026-07-26,36.5,running
i-1002-ec2-team-b,2026-07-27,42.5,running
i-1002-ec2-team-b,2026-07-28,38.7,running
i-1002-ec2-team-b,2026-07-29,63.1,running
i-1002-ec2-team-b,2026-07-30,31.3,running
i-1002-ec2-team-b,2026-07-31,30.7,running
i-1002-ec2-team-b,2026-08-01,69.5,running
i-1002-ec2-team-b,2026-08-02,41.9,running
i-1002-ec2-team-b,2026-08-03,46.2,running
i-1002-ec2-team-b,2026-08-04,38.7,running
i-1002-ec2-team-b,2026-08-05,32.6,running
i-1002-ec2-team-b,2026-08-06,67.1,running
i-1002-ec2-team-b,2026-08-07,56.3,running
i-1002-ec2-team-b,2026-08-08,67.3,running
i-1002-ec2-team-b,2026-08-09,53.8,running
i-1002-ec2-team-b,2026-08-10,68.9,running
i-1002-ec2-team-b,2026-08-11,55.7,running
i-1002-ec2-team-b,2026-08-12,35.5,running
i-1002-ec2-team-b,2026-08-13,55.2,running
i-1002-ec2-team-b,2026-08-14,77.3,running
i-1002-ec2-team-b,2026-08-15,32.2,running
i-1002-ec2-team-b,2026-08-16,69.2,running
i-1002-ec2-team-b,2026-08-17,73.3,running
i-1002-ec2-team-b,2026-08-18,56.1,running
i-1002-ec2-team-b,2026-08-19,52.9,running
i-1002-ec2-team-b,2026-08-20,78.2,running
i-1002-ec2-team-b,2026-08-21,33.0,running
i-1002-ec2-team-b,2026-08-22,53.9,running
i-1002-ec2-team-b,2026-08-23,50.1,running
i-1002-ec2-team-b,2026-08-24,64.3,running
i-1002-ec2-team-b,2026-08-25,54.5,running
i-1002-ec2-team-b,2026-08-26,75.5,running
i-1002-ec2-team-b,2026-08-27,33.7,running
i-1002-ec2-team-b,2026-08-28,34.0,running
i-1002-ec2-team-b,2026-08-29,60.4,running
i-1002-ec2-team-b,2026-08-30,33.3,running
i-1002-ec2-team-b,2026-08-31,43.8,running
i-1002-ec2-team-b,2026-09-01,61.7,running
i-1002-ec2-team-b,2026-09-02,57.4,running
i-1002-ec2-team-b,2026-09-03,46.3,running
i-1002-ec2-team-b,2026-09-04,79.7,running
i-1002-ec2-team-b,2026-09-05,56.5,running
i-1002-ec2-team-b,2026-09-06,52.7,running
i-1002-ec2-team-b,2026-09-07,60.3,running
i-1002-ec2-team-b,2026-09-08,35.0,running
i-1002-ec2-team-b,2026-09-09,65.1,running
i-1002-ec2-team-b,2026-09-10,72.6,running
i-1002-ec2-team-b,2026-09-11,62.5,running
i-1002-ec2-team-b,2026-09-12,68.4,running
i-1002-ec2-team-b,2026-09-13,66.0,running
i-1002-ec2-team-b,2026-09-14,40.8,running
vol-1003-ebs-team-a,2026-06-17,1.4,idle
vol-1003-ebs-team-a,2026-06-18,0.7,idle
vol-1003-ebs-team-a,2026-06-19,1.0,idle
vol-1003-ebs-team-a,2026-06-20,1.4,idle
vol-1003-ebs-team-a,2026-06-21,1.2,idle
vol-1003-ebs-team-a,2026-06-22,0.3,idle
vol-1003-ebs-team-a,2026-06-23,1.3,idle
vol-1003-ebs-team-a,2026-06-24,2.0,idle
vol-1003-ebs-team-a,2026-06-25,1.1,idle
vol-1003-ebs-team-a,2026-06-26,0.5,idle
vol-1003-ebs-team-a,2026-06-27,2.8,idle
vol-1003-ebs-team-a,2026-06-28,0.2,idle
vol-1003-ebs-team-a,2026-06-29,2.5,idle
vol-1003-ebs-team-a,2026-06-30,0.3,idle
vol-1003-ebs-team-a,2026-07-01,0.3,idle
vol-1003-ebs-team-a,2026-07-02,2.2,idle
vol-1003-ebs-team-a,2026-07-03,2.4,idle
vol-1003-ebs-team-a,2026-07-04,1.7,idle
vol-1003-ebs-team-a,2026-07-05,1.8,idle
vol-1003-ebs-team-a,2026-07-06,1.7,idle
vol-1003-ebs-team-a,2026-07-07,1.0,idle
vol-1003-ebs-team-a,2026-07-08,0.4,idle
vol-1003-ebs-team-a,2026-07-09,1.1,idle
vol-1003-ebs-team-a,2026-07-10,2.0,idle
vol-1003-ebs-team-a,2026-07-11,2.3,idle
vol-1003-ebs-team-a,2026-07-12,2.6,idle
vol-1003-ebs-team-a,2026-07-13,2.2,idle
vol-1003-ebs-team-a,2026-07-14,2.9,idle
vol-1003-ebs-team-a,2026-07-15,1.8,idle
vol-1003-ebs-team-a,2026-07-16,1.1,idle
vol-1003-ebs-team-a,2026-07-17,1.7,idle
vol-1003-ebs-team-a,2026-07-18,0.6,idle
vol-1003-ebs-team-a,2026-07-19,2.0,idle
vol-1003-ebs-team-a,2026-07-20,0.7,idle
vol-1003-ebs-team-a,2026-07-21,0.3,idle
vol-1003-ebs-team-a,2026-07-22,2.5,idle
vol-1003-ebs-team-a,2026-07-23,1.1,idle
vol-1003-ebs-team-a,2026-07-24,2.3,idle
vol-1003-ebs-team-a,2026-07-25,1.7,idle
vol-1003-ebs-team-a,2026-07-26,2.4,idle
vol-1003-ebs-team-a,2026-07-27,2.5,idle
vol-1003-ebs-team-a,2026-07-28,2.9,idle
vol-1003-ebs-team-a,2026-07-29,2.5,idle
vol-1003-ebs-team-a,2026-07-30,1.8,idle
vol-1003-ebs-team-a,2026-07-31,1.9,idle
vol-1003-ebs-team-a,2026-08-01,0.1,idle
vol-1003-ebs-team-a,2026-08-02,2.8,idle
vol-1003-ebs-team-a,2026-08-03,2.5,idle
vol-1003-ebs-team-a,2026-08-04,0.8,idle
vol-1003-ebs-team-a,2026-08-05,0.5,idle
vol-1003-ebs-team-a,2026-08-06,2.1,idle
vol-1003-ebs-team-a,2026-08-07,0.9,idle
vol-1003-ebs-team-a,2026-08-08,1.0,idle
vol-1003-ebs-team-a,2026-08-09,0.0,idle
vol-1003-ebs-team-a,2026-08-10,2.6,idle
vol-1003-ebs-team-a,2026-08-11,1.7,idle
vol-1003-ebs-team-a,2026-08-12,1.2,idle
vol-1003-ebs-team-a,2026-08-13,0.4,idle
vol-1003-ebs-team-a,2026-08-14,1.9,idle
vol-1003-ebs-team-a,2026-08-15,0.1,idle
vol-1003-ebs-team-a,2026-08-16,2.2,idle
vol-1003-ebs-team-a,2026-08-17,0.6,idle
vol-1003-ebs-team-a,2026-08-18,1.3,idle
vol-1003-ebs-team-a,2026-08-19,1.0,idle
vol-1003-ebs-team-a,2026-08-20,1.1,idle
vol-1003-ebs-team-a,2026-08-21,2.2,idle
vol-1003-ebs-team-a,2026-08-22,2.3,idle
vol-1003-ebs-team-a,2026-08-23,1.7,idle
vol-1003-ebs-team-a,2026-08-24,0.3,idle
vol-1003-ebs-team-a,2026-08-25,0.2,idle
vol-1003-ebs-team-a,2026-08-26,0.5,idle
vol-1003-ebs-team-a,2026-08-27,1.9,idle
vol-1003-ebs-team-a,2026-08-28,2.0,idle
vol-1003-ebs-team-a,2026-08-29,0.8,idle
vol-1003-ebs-team-a,2026-08-30,2.0,idle
vol-1003-ebs-team-a,2026-08-31,1.5,idle
vol-1003-ebs-team-a,2026-09-01,1.3,idle
vol-1003-ebs-team-a,2026-09-02,0.8,idle
vol-1003-ebs-team-a,2026-09-03,2.3,idle
vol-1003-ebs-team-a,2026-09-04,0.3,idle
vol-1003-ebs-team-a,2026-09-05,1.3,idle
vol-1003-ebs-team-a,2026-09-06,0.8,idle
vol-1003-ebs-team-a,2026-09-07,2.0,idle
vol-1003-ebs-team-a,2026-09-08,1.5,idle
vol-1003-ebs-team-a,2026-09-09,2.0,idle
vol-1003-ebs-team-a,2026-09-10,0.1,idle
vol-1003-ebs-team-a,2026-09-11,1.2,idle
vol-1003-ebs-team-a,2026-09-12,1.8,idle
vol-1003-ebs-team-a,2026-09-13,0.0,idle
vol-1003-ebs-team-a,2026-09-14,0.9,idle
bucket-1004-s3-team-c,2026-06-17,40.6,running
bucket-1004-s3-team-c,2026-06-18,36.9,running
bucket-1004-s3-team-c,2026-06-19,42.8,running
bucket-1004-s3-team-c,2026-06-20,46.4,running
bucket-1004-s3-team-c,2026-06-21,30.4,running
bucket-1004-s3-team-c,2026-06-22,67.4,running
bucket-1004-s3-team-c,2026-06-23,38.8,running
bucket-1004-s3-team-c,2026-06-24,49.0,running
bucket-1004-s3-team-c,2026-06-25,65.2,running
bucket-1004-s3-team-c,2026-06-26,55.0,running
bucket-1004-s3-team-c,2026-06-27,71.7,running
bucket-1004-s3-team-c,2026-06-28,70.3,running
bucket-1004-s3-team-c,2026-06-29,33.6,running
bucket-1004-s3-team-c,2026-06-30,73.1,running
bucket-1004-s3-team-c,2026-07-01,32.1,running
bucket-1004-s3-team-c,2026-07-02,30.9,running
bucket-1004-s3-team-c,2026-07-03,76.1,running
bucket-1004-s3-team-c,2026-07-04,73.1,running
bucket-1004-s3-team-c,2026-07-05,58.8,running
bucket-1004-s3-team-c,2026-07-06,58.7,running
bucket-1004-s3-team-c,2026-07-07,65.5,running
bucket-1004-s3-team-c,2026-07-08,50.9,running
bucket-1004-s3-team-c,2026-07-09,35.8,running
bucket-1004-s3-team-c,2026-07-10,31.0,running
bucket-1004-s3-team-c,2026-07-11,46.2,running
bucket-1004-s3-team-c,2026-07-12,70.1,running
bucket-1004-s3-team-c,2026-07-13,60.9,running
bucket-1004-s3-team-c,2026-07-14,71.6,running
bucket-1004-s3-team-c,2026-07-15,76.0,running
bucket-1004-s3-team-c,2026-07-16,34.4,running
bucket-1004-s3-team-c,2026-07-17,72.2,running
bucket-1004-s3-team-c,2026-07-18,42.2,running
bucket-1004-s3-team-c,2026-07-19,59.4,running
bucket-1004-s3-team-c,2026-07-20,56.2,running
bucket-1004-s3-team-c,2026-07-21,49.8,running
bucket-1004-s3-team-c,2026-07-22,45.5,running
bucket-1004-s3-team-c,2026-07-23,47.0,running
bucket-1004-s3-team-c,2026-07-24,46.7,running
bucket-1004-s3-team-c,2026-07-25,38.4,running
bucket-1004-s3-team-c,2026-07-26,55.5,running
bucket-1004-s3-team-c,2026-07-27,35.7,running
bucket-1004-s3-team-c,2026-07-28,55.5,running
bucket-1004-s3-team-c,2026-07-29,75.3,running
bucket-1004-s3-team-c,2026-07-30,47.5,running
bucket-1004-s3-team-c,2026-07-31,66.4,running
bucket-1004-s3-team-c,2026-08-01,70.9,running
bucket-1004-s3-team-c,2026-08-02,70.8,running
bucket-1004-s3-team-c,2026-08-03,41.8,running
bucket-1004-s3-team-c,2026-08-04,37.3,running
bucket-1004-s3-team-c,2026-08-05,39.9,running
bucket-1004-s3-team-c,2026-08-06,60.1,running
bucket-1004-s3-team-c,2026-08-07,68.0,running
bucket-1004-s3-team-c,2026-08-08,62.8,running
bucket-1004-s3-team-c,2026-08-09,38.9,running
bucket-1004-s3-team-c,2026-08-10,68.6,running
bucket-1004-s3-team-c,2026-08-11,54.7,running
bucket-1004-s3-team-c,2026-08-12,67.7,running
bucket-1004-s3-team-c,2026-08-13,68.0,running
bucket-1004-s3-team-c,2026-08-14,52.4,running
bucket-1004-s3-team-c,2026-08-15,76.2,running
bucket-1004-s3-team-c,2026-08-16,58.2,running
bucket-1004-s3-team-c,2026-08-17,61.8,running
bucket-1004-s3-team-c,2026-08-18,61.2,running
bucket-1004-s3-team-c,2026-08-19,73.2,running
bucket-1004-s3-team-c,2026-08-20,61.4,running
bucket-1004-s3-team-c,2026-08-21,37.5,running
bucket-1004-s3-team-c,2026-08-22,33.4,running
bucket-1004-s3-team-c,2026-08-23,52.1,running
bucket-1004-s3-team-c,2026-08-24,45.1,running
bucket-1004-s3-team-c,2026-08-25,43.7,running
bucket-1004-s3-team-c,2026-08-26,32.8,running
bucket-1004-s3-team-c,2026-08-27,55.4,running
bucket-1004-s3-team-c,2026-08-28,45.5,running
bucket-1004-s3-team-c,2026-08-29,52.6,running
bucket-1004-s3-team-c,2026-08-30,32.8,running
bucket-1004-s3-team-c,2026-08-31,71.6,running
bucket-1004-s3-team-c,2026-09-01,33.8,running
bucket-1004-s3-team-c,2026-09-02,73.2,running
bucket-1004-s3-team-c,2026-09-03,72.8,running
bucket-1004-s3-team-c,2026-09-04,60.8,running
bucket-1004-s3-team-c,2026-09-05,55.4,running
bucket-1004-s3-team-c,2026-09-06,53.1,running
bucket-1004-s3-team-c,2026-09-07,57.7,running
bucket-1004-s3-team-c,2026-09-08,69.6,running
bucket-1004-s3-team-c,2026-09-09,74.8,running
bucket-1004-s3-team-c,2026-09-10,52.5,running
bucket-1004-s3-team-c,2026-09-11,70.5,running
bucket-1004-s3-team-c,2026-09-12,62.6,running
bucket-1004-s3-team-c,2026-09-13,46.1,running
bucket-1004-s3-team-c,2026-09-14,53.8,running
gce-2001-team-b,2026-06-17,37.5,running
gce-2001-team-b,2026-06-18,33.1,running
gce-2001-team-b,2026-06-19,35.2,running
gce-2001-team-b,2026-06-20,75.0,running
gce-2001-team-b,2026-06-21,47.2,running
gce-2001-team-b,2026-06-22,65.7,running
gce-2001-team-b,2026-06-23,55.2,running
gce-2001-team-b,2026-06-24,38.6,running
gce-2001-team-b,2026-06-25,42.4,running
gce-2001-team-b,2026-06-26,51.9,running
gce-2001-team-b,2026-06-27,52.0,running
gce-2001-team-b,2026-06-28,56.1,running
gce-2001-team-b,2026-06-29,37.9,running
gce-2001-team-b,2026-06-30,48.6,running
gce-2001-team-b,2026-07-01,44.1,running
gce-2001-team-b,2026-07-02,50.4,running
gce-2001-team-b,2026-07-03,46.9,running
gce-2001-team-b,2026-07-04,59.9,running
gce-2001-team-b,2026-07-05,69.5,running
gce-2001-team-b,2026-07-06,62.4,running
gce-2001-team-b,2026-07-07,33.3,running
gce-2001-team-b,2026-07-08,34.7,running
gce-2001-team-b,2026-07-09,63.9,running
gce-2001-team-b,2026-07-10,44.2,running
gce-2001-team-b,2026-07-11,66.2,running
gce-2001-team-b,2026-07-12,62.8,running
gce-2001-team-b,2026-07-13,75.3,running
gce-2001-team-b,2026-07-14,73.7,running
gce-2001-team-b,2026-07-15,46.7,running
gce-2001-team-b,2026-07-16,59.1,running
gce-2001-team-b,2026-07-17,37.1,running
gce-2001-team-b,2026-07-18,47.5,running
gce-2001-team-b,2026-07-19,78.4,running
gce-2001-team-b,2026-07-20,64.9,running
gce-2001-team-b,2026-07-21,49.6,running
gce-2001-team-b,2026-07-22,59.8,running
gce-2001-team-b,2026-07-23,76.9,running
gce-2001-team-b,2026-07-24,45.5,running
gce-2001-team-b,2026-07-25,48.8,running
gce-2001-team-b,2026-07-26,69.6,running
gce-2001-team-b,2026-07-27,70.7,running
gce-2001-team-b,2026-07-28,63.5,running
gce-2001-team-b,2026-07-29,71.4,running
gce-2001-team-b,2026-07-30,66.9,running
gce-2001-team-b,2026-07-31,64.3,running
gce-2001-team-b,2026-08-01,56.3,running
gce-2001-team-b,2026-08-02,62.3,running
gce-2001-team-b,2026-08-03,51.2,running
gce-2001-team-b,2026-08-04,48.1,running
gce-2001-team-b,2026-08-05,48.1,running
gce-2001-team-b,2026-08-06,39.0,running
gce-2001-team-b,2026-08-07,40.7,running
gce-2001-team-b,2026-08-08,77.4,running
gce-2001-team-b,2026-08-09,54.3,running
gce-2001-team-b,2026-08-10,41.3,running
gce-2001-team-b,2026-08-11,36.9,running
gce-2001-team-b,2026-08-12,33.9,running
gce-2001-team-b,2026-08-13,72.2,running
gce-2001-team-b,2026-08-14,35.1,running
gce-2001-team-b,2026-08-15,68.5,running
gce-2001-team-b,2026-08-16,71.8,running
gce-2001-team-b,2026-08-17,74.2,running
gce-2001-team-b,2026-08-18,31.9,running
gce-2001-team-b,2026-08-19,46.8,running
gce-2001-team-b,2026-08-20,68.3,running
gce-2001-team-b,2026-08-21,36.6,running
gce-2001-team-b,2026-08-22,48.8,running
gce-2001-team-b,2026-08-23,38.1,running
gce-2001-team-b,2026-08-24,71.6,running
gce-2001-team-b,2026-08-25,68.6,running
gce-2001-team-b,2026-08-26,70.5,running
gce-2001-team-b,2026-08-27,38.3,running
gce-2001-team-b,2026-08-28,51.9,running
gce-2001-team-b,2026-08-29,50.5,running
gce-2001-team-b,2026-08-30,63.8,running
gce-2001-team-b,2026-08-31,41.9,running
gce-2001-team-b,2026-09-01,52.2,running
gce-2001-team-b,2026-09-02,44.2,running
gce-2001-team-b,2026-09-03,67.4,running
gce-2001-team-b,2026-09-04,52.4,running
gce-2001-team-b,2026-09-05,56.7,running
gce-2001-team-b,2026-09-06,45.5,running
gce-2001-team-b,2026-09-07,70.4,running
gce-2001-team-b,2026-09-08,53.5,running
gce-2001-team-b,2026-09-09,71.8,running
gce-2001-team-b,2026-09-10,48.4,running
gce-2001-team-b,2026-09-11,77.4,running
gce-2001-team-b,2026-09-12,79.2,running
gce-2001-team-b,2026-09-13,53.1,running
gce-2001-team-b,2026-09-14,44.1,running
gcs-2002-team-c,2026-06-17,49.1,running
gcs-2002-team-c,2026-06-18,56.4,running
gcs-2002-team-c,2026-06-19,78.3,running
gcs-2002-team-c,2026-06-20,70.8,running
gcs-2002-team-c,2026-06-21,70.1,running
gcs-2002-team-c,2026-06-22,36.9,running
gcs-2002-team-c,2026-06-23,42.5,running
gcs-2002-team-c,2026-06-24,62.1,running
gcs-2002-team-c,2026-06-25,73.7,running
gcs-2002-team-c,2026-06-26,57.7,running
gcs-2002-team-c,2026-06-27,35.1,running
gcs-2002-team-c,2026-06-28,72.3,running
gcs-2002-team-c,2026-06-29,72.6,running
gcs-2002-team-c,2026-06-30,44.3,running
gcs-2002-team-c,2026-07-01,68.2,running
gcs-2002-team-c,2026-07-02,43.6,running
gcs-2002-team-c,2026-07-03,75.3,running
gcs-2002-team-c,2026-07-04,37.4,running
gcs-2002-team-c,2026-07-05,51.9,running
gcs-2002-team-c,2026-07-06,77.3,running
gcs-2002-team-c,2026-07-07,41.1,running
gcs-2002-team-c,2026-07-08,52.6,running
gcs-2002-team-c,2026-07-09,47.5,running
gcs-2002-team-c,2026-07-10,31.3,running
gcs-2002-team-c,2026-07-11,32.7,running
gcs-2002-team-c,2026-07-12,55.1,running
gcs-2002-team-c,2026-07-13,41.8,running
gcs-2002-team-c,2026-07-14,79.7,running
gcs-2002-team-c,2026-07-15,48.7,running
gcs-2002-team-c,2026-07-16,31.4,running
gcs-2002-team-c,2026-07-17,76.5,running
gcs-2002-team-c,2026-07-18,72.0,running
gcs-2002-team-c,2026-07-19,62.5,running
gcs-2002-team-c,2026-07-20,69.6,running
gcs-2002-team-c,2026-07-21,36.9,running
gcs-2002-team-c,2026-07-22,44.3,running
gcs-2002-team-c,2026-07-23,71.5,running
gcs-2002-team-c,2026-07-24,64.8,running
gcs-2002-team-c,2026-07-25,36.9,running
gcs-2002-team-c,2026-07-26,65.3,running
gcs-2002-team-c,2026-07-27,52.4,running
gcs-2002-team-c,2026-07-28,30.3,running
gcs-2002-team-c,2026-07-29,34.0,running
gcs-2002-team-c,2026-07-30,42.8,running
gcs-2002-team-c,2026-07-31,71.7,running
gcs-2002-team-c,2026-08-01,57.4,running
gcs-2002-team-c,2026-08-02,66.4,running
gcs-2002-team-c,2026-08-03,56.4,running
gcs-2002-team-c,2026-08-04,35.6,running
gcs-2002-team-c,2026-08-05,44.4,running
gcs-2002-team-c,2026-08-06,45.1,running
gcs-2002-team-c,2026-08-07,32.4,running
gcs-2002-team-c,2026-08-08,51.0,running
gcs-2002-team-c,2026-08-09,69.7,running
gcs-2002-team-c,2026-08-10,52.9,running
gcs-2002-team-c,2026-08-11,35.5,running
gcs-2002-team-c,2026-08-12,75.3,running
gcs-2002-team-c,2026-08-13,59.8,running
gcs-2002-team-c,2026-08-14,30.8,running
gcs-2002-team-c,2026-08-15,55.8,running
gcs-2002-team-c,2026-08-16,42.1,running
gcs-2002-team-c,2026-08-17,37.2,running
gcs-2002-team-c,2026-08-18,51.5,running
gcs-2002-team-c,2026-08-19,60.7,running
gcs-2002-team-c,2026-08-20,42.0,running
gcs-2002-team-c,2026-08-21,50.8,running
gcs-2002-team-c,2026-08-22,63.2,running
gcs-2002-team-c,2026-08-23,34.3,running
gcs-2002-team-c,2026-08-24,78.7,running
gcs-2002-team-c,2026-08-25,33.4,running
gcs-2002-team-c,2026-08-26,56.3,running
gcs-2002-team-c,2026-08-27,55.4,running
gcs-2002-team-c,2026-08-28,79.4,running
gcs-2002-team-c,2026-08-29,57.7,running
gcs-2002-team-c,2026-08-30,49.5,running
gcs-2002-team-c,2026-08-31,53.5,running
gcs-2002-team-c,2026-09-01,61.8,running
gcs-2002-team-c,2026-09-02,79.1,running
gcs-2002-team-c,2026-09-03,42.7,running
gcs-2002-team-c,2026-09-04,30.8,running
gcs-2002-team-c,2026-09-05,69.4,running
gcs-2002-team-c,2026-09-06,47.2,running
gcs-2002-team-c,2026-09-07,66.6,running
gcs-2002-team-c,2026-09-08,61.4,running
gcs-2002-team-c,2026-09-09,68.6,running
gcs-2002-team-c,2026-09-10,66.8,running
gcs-2002-team-c,2026-09-11,46.6,running
gcs-2002-team-c,2026-09-12,32.2,running
gcs-2002-team-c,2026-09-13,57.3,running
gcs-2002-team-c,2026-09-14,70.7,running
bq-2003-team-a,2026-06-17,38.8,running
bq-2003-team-a,2026-06-18,69.0,running
bq-2003-team-a,2026-06-19,53.2,running
bq-2003-team-a,2026-06-20,64.8,running
