provider,account_id,service,resource_id,tag_team,usage_date,cost_amount,currency
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-07-29,11.35,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-07-30,11.49,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-07-31,10.99,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-01,11.36,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-02,11.04,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-03,11.47,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-04,12.33,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-05,11.68,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-06,11.69,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-07,11.3,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-08,11.44,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-09,13.05,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-10,12.36,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-11,12.26,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-12,11.21,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-13,12.55,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-14,11.19,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-15,11.71,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-16,13.17,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-17,12.34,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-18,12.14,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-19,12.44,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-20,12.82,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-21,12.66,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-22,11.35,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-23,10.88,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-24,11.56,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-25,11.44,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-26,11.31,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-27,13.06,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-28,12.9,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-29,11.56,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-30,12.37,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-08-31,11.75,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-01,12.99,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-02,11.9,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-03,11.44,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-04,11.39,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-05,12.15,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-06,11.43,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-07,12.2,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-08,12.95,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-09,11.76,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-10,11.33,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-11,13.19,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-12,12.02,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-13,11.02,USD
aws,aws-account-01,EC2,i-1001-ec2-team-a,team-a,2026-09-14,65.48,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-17,7.38,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-18,8.2,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-19,8.47,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-20,7.88,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-21,7.3,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-22,7.81,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-23,8.79,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-24,8.05,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-25,8.75,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-26,8.58,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-27,7.22,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-28,8.35,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-29,8.29,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-06-30,8.06,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-01,7.63,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-02,8.23,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-03,7.38,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-04,7.9,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-05,7.93,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-06,8.73,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-07,8.6,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-08,7.62,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-09,8.0,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-10,7.49,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-11,8.66,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-12,8.59,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-13,7.68,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-14,8.22,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-15,8.17,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-16,7.44,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-17,8.42,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-18,8.06,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-19,8.45,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-20,8.05,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-21,7.2,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-22,7.72,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-23,7.23,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-24,8.69,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-25,8.61,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-26,8.53,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-27,7.69,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-28,7.29,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-29,8.6,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-30,8.72,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-07-31,7.34,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-01,7.98,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-02,7.31,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-03,8.42,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-04,8.43,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-05,7.41,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-06,7.96,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-07,8.08,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-08,7.62,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-09,8.6,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-10,7.88,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-11,7.54,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-12,8.06,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-13,8.37,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-14,7.52,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-15,7.7,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-16,8.79,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-17,8.24,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-18,7.9,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-19,8.03,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-20,7.39,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-21,7.56,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-22,7.74,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-23,8.14,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-24,7.57,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-25,7.55,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-26,7.31,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-27,8.21,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-28,7.57,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-29,8.65,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-30,8.58,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-08-31,7.31,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-01,7.58,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-02,8.27,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-03,7.54,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-04,7.41,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-05,8.7,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-06,8.11,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-07,7.96,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-08,8.46,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-09,8.49,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-10,7.5,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-11,7.36,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-12,7.89,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-13,7.88,USD
aws,aws-account-01,EC2,i-1002-ec2-team-b,team-b,2026-09-14,7.95,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-17,1.57,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-18,1.55,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-19,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-20,1.38,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-21,1.47,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-22,1.45,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-23,1.61,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-24,1.42,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-25,1.41,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-26,1.48,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-27,1.48,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-28,1.43,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-29,1.42,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-06-30,1.63,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-01,1.48,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-02,1.61,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-03,1.52,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-04,1.37,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-05,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-06,1.6,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-07,1.64,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-08,1.63,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-09,1.6,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-10,1.4,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-11,1.5,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-12,1.41,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-13,1.47,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-14,1.37,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-15,1.46,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-16,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-17,1.43,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-18,1.59,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-19,1.49,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-20,1.48,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-21,1.64,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-22,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-23,1.52,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-24,1.57,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-25,1.4,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-26,1.44,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-27,1.64,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-28,1.52,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-29,1.51,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-30,1.57,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-07-31,1.37,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-01,1.53,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-02,1.5,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-03,1.61,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-04,1.4,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-05,1.64,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-06,1.37,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-07,1.41,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-08,1.53,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-09,1.55,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-10,1.42,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-11,1.39,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-12,1.62,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-13,1.42,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-14,1.53,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-15,1.54,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-16,1.48,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-17,1.53,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-18,1.51,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-19,1.63,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-20,1.41,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-21,1.56,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-22,1.42,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-23,1.47,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-24,1.55,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-25,1.44,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-26,1.44,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-27,1.58,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-28,1.37,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-29,1.49,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-30,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-08-31,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-01,1.37,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-02,1.41,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-03,1.43,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-04,1.63,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-05,1.61,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-06,1.61,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-07,1.46,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-08,1.4,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-09,1.6,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-10,1.56,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-11,1.53,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-12,1.65,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-13,1.55,USD
aws,aws-account-01,EBS,vol-1003-ebs-team-a,team-a,2026-09-14,1.35,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-17,3.19,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-18,2.88,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-19,3.1,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-20,3.26,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-21,2.78,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-22,2.77,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-23,2.76,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-24,3.03,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-25,2.86,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-26,3.06,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-27,3.13,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-28,2.82,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-29,3.08,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-06-30,2.86,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-01,2.99,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-02,3.24,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-03,3.21,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-04,2.76,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-05,2.95,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-06,2.87,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-07,2.7,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-08,3.16,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-09,3.08,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-10,2.86,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-11,3.14,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-12,3.03,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-13,2.96,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-14,2.71,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-15,2.75,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-16,3.23,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-17,3.24,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-18,3.03,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-19,3.2,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-20,3.05,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-21,2.79,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-22,2.78,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-23,2.88,USD
